,date,ordinal_date,dayofweek,day,start_time,end_time,time_taken,activity,activity status,planned
895,2018-11-28,272,Wednesday,Wednesday 28th November 2018,13:00:00,17:00:00,240.0,1-5: Free for now,not done,True
896,2018-11-29,273,Thursday,Thursday 29th November 2018,09:00:00,12:00:00,180.0,9-12: Prep for endpoint,not done,True
897,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,Check Mice,done,False
898,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,Delivery Receipts,partly done,True
899,2018-11-29,273,Thursday,Thursday 29th November 2018,,,,Call Nic about anti-PCP ELISAs – go ahead with SA Path,done,False
900,2018-11-29,273,Thursday,Thursday 29th November 2018,09:00:00,16:30:00,450.0,9-4:30: PAO1 CFU vs OD repeat,done,False
901,2018-11-30,274,Friday,Friday 30th November 2018,12:00:00,17:00:00,300.0,12-5: HMRI Fire drill,done,True
902,2018-11-30,274,Friday,Friday 30th November 2018,09:00:00,17:00:00,480.0,9-5: PAO1 testosterone infection endpoint,not done,True
903,2018-11-30,274,Friday,Friday 30th November 2018,09:00:00,11:30:00,150.0,9-11:30: qPCR for bec,done,False
904,2018-11-30,274,Friday,Friday 30th November 2018,12:00:00,,,12: Take down PISA samples,done,False
905,2018-11-30,274,Friday,Friday 30th November 2018,,,,Delivery Receipts,done,False
906,2018-11-30,274,Friday,Friday 30th November 2018,,,,Count PAO1 plates from yesterday,done,False
907,2018-11-30,274,Friday,Friday 30th November 2018,,,,Make PAO1 O/N and put in fridge,done,False
908,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Is anyone doing RNA extraction or RT-PCR? Got two mouse tongues that need extraction and PCR for Gang. Will ask around.,done,True
909,2018-12-03,277,Monday,Monday 3rd December 2018,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,False
910,2018-12-03,277,Monday,Monday 3rd December 2018,10:00:00,18:20:00,500.0,10-6:20: PISA096 A-H,done,False
911,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Anti-PCP stuff? How to move this forward?,done,False
912,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Calculate CFU vs OD –looks really similar,done,False
913,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Call Kim about mice,done,False
914,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Call Bec about changing mice litter,done,False
915,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Check Mice,done,False
916,2018-12-03,277,Monday,Monday 3rd December 2018,09:00:00,12:00:00,180.0,9-12: TJ09 qPCR mast cell targets,not done,True
917,2018-12-03,277,Monday,Monday 3rd December 2018,13:00:00,15:00:00,120.0,1-3: ABCD02 BALF,not done,True
918,2018-12-03,277,Monday,Monday 3rd December 2018,,,,Sometime: prep for endpoint,partly done,True
919,2018-12-03,277,Monday,Monday 3rd December 2018,16:00:00,17:00:00,60.0,4-5: PAO1 treatment overnights,done,True
920,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,Follow up on mice ethics,done,False
921,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,PAO1 O/N,done,False
922,2018-12-04,278,Tuesday,Tuesday 4th December 2018,09:00:00,15:00:00,360.0,9-3: PAO1 curve validation – Amber will be in for this,done,True
923,2018-12-04,278,Tuesday,Tuesday 4th December 2018,,,,[1 hour time in lieu],note,True
924,2018-12-04,278,Tuesday,Tuesday 4th December 2018,15:00:00,16:00:00,60.0,3-4: MLI imaging TJ23/24/25 or other high priority things,not done,True
925,2018-12-05,279,Wednesday,Wednesday 5th December 2018,09:00:00,17:30:00,510.0,9-5:30: PISA093 N-W (blood ready 9am),done,True
926,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,LB-agar,done,False
927,2018-12-05,279,Wednesday,Wednesday 5th December 2018,09:00:00,17:30:00,510.0,9-5:30: PISA095 E-M (blood ready 10am),done,True
928,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,Mice normalisation,done,False
929,2018-12-05,279,Wednesday,Wednesday 5th December 2018,,,,"Count CFU on plates and calculate. If bad, then do PAO1 treatment O/Ns, and normal O/N",done,False
930,2018-12-06,280,Thursday,Thursday 6th December 2018,09:00:00,12:00:00,180.0,9-12: Prep for tomorrow’s endpoint,not done,True
931,2018-12-06,280,Thursday,Thursday 6th December 2018,09:00:00,11:00:00,120.0,9-11: MLI imaging TJ23/24/25,done,True
932,2018-12-06,280,Thursday,Thursday 6th December 2018,11:00:00,17:30:00,390.0,"11-5:30: PAO1 curve repeat, start at 11am to ensure enough time for LB-agar to be ready",done,False
933,2018-12-07,281,Friday,Friday 7th December 2018,09:00:00,17:00:00,480.0,9-5: Testosterone PAO1 infection endpoint,not done,True
934,2018-12-07,281,Friday,Friday 7th December 2018,,,,Mice normalisation,done,False
935,2018-12-07,281,Friday,Friday 7th December 2018,09:00:00,10:00:00,60.0,9-10: Count CFU on plates from yesterday,done,False
936,2018-12-07,281,Friday,Friday 7th December 2018,09:00:00,16:00:00,420.0,9-4: PAO1 curve repeat,done,False
937,2018-12-07,281,Friday,Friday 7th December 2018,15:30:00,17:00:00,90.0,3:30-5: Meeting,done,False
938,2018-12-10,284,Monday,Monday 10th December 2018,,,,[cat delhunty is away],note,True
939,2018-12-10,284,Monday,Monday 10th December 2018,09:00:00,10:00:00,60.0,"9-10: PBS for autoclave, Take down PISA samples",done,True
940,2018-12-10,284,Monday,Monday 10th December 2018,11:00:00,14:00:00,180.0,11-2: TJ09 qPCR mast cell targets,done,True
941,2018-12-10,284,Monday,Monday 10th December 2018,15:30:00,17:00:00,90.0,"3:30-5: count CFU on PAO1 plates, PAO1 O/N, PBS aliquots",done,True
942,2018-12-10,284,Monday,Monday 10th December 2018,,,,"Follow up on form for anti-PCP, dimi email?",not done,True
943,2018-12-10,284,Monday,Monday 10th December 2018,,,,PAO1 data from friday analysis,done,False
944,2018-12-11,285,Tuesday,Tuesday 11th December 2018,,,,"First thing: Follow up on form for anti-PCP, fill out form based on new info",done,False
945,2018-12-11,285,Tuesday,Tuesday 11th December 2018,09:00:00,10:00:00,60.0,9-10: Normalise Mice,done,True
946,2018-12-11,285,Tuesday,Tuesday 11th December 2018,10:00:00,15:00:00,300.0,10-3: TJ24 MLI imaging,done,True
947,2018-12-11,285,Tuesday,Tuesday 11th December 2018,,,,11:30: Brad will talk to me about my admin tasks,done,False
948,2018-12-11,285,Tuesday,Tuesday 11th December 2018,,,,put 4 easysep kits in chantal’s box in coldroom,done,False
949,2018-12-11,285,Tuesday,Tuesday 11th December 2018,13:00:00,15:00:00,120.0,1-3: ABCD02 BALF,not done,True
950,2018-12-11,285,Tuesday,Tuesday 11th December 2018,03:00:00,,,"[3: If no reply from Shakti, call Phil about mice ethics]",note,True
951,2018-12-11,285,Tuesday,Tuesday 11th December 2018,16:00:00,17:00:00,60.0,4-5: PAO1 treatment O/Ns,done,True
952,2018-12-12,286,Wednesday,Wednesday 12th December 2018,08:00:00,12:00:00,240.0,8-12: PAO1 validation,done,True
953,2018-12-12,286,Wednesday,Wednesday 12th December 2018,12:00:00,16:00:00,240.0,12-4: RV015 miRNA qPCR #3 (578 1157) (booked 4pm biorad 384),done,True
954,2018-12-12,286,Wednesday,Wednesday 12th December 2018,04:00:00,,,4: O/N PAO1,done,False
955,2018-12-12,286,Wednesday,Wednesday 12th December 2018,,,,Pour plates,done,False
956,2018-12-12,286,Wednesday,Wednesday 12th December 2018,,,,[Leave at 4pm for dentist],note,True
957,2018-12-13,287,Thursday,Thursday 13th December 2018,09:00:00,11:00:00,120.0,9-11: Lab meeting,done,True
958,2018-12-13,287,Thursday,Thursday 13th December 2018,11:00:00,12:00:00,60.0,11-12: Normalise Mice,done,True
959,2018-12-13,287,Thursday,Thursday 13th December 2018,12:00:00,,,12: Secret Santa,not done,True
960,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,Make LB-agar,done,False
961,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,Count and do stats on validation PAO1 plates,done,False
962,2018-12-13,287,Thursday,Thursday 13th December 2018,15:00:00,16:00:00,60.0,"3-4: meeting about anti-PCP stuff with Phil, and mice ethics",done,False
963,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,PAO1 treatment overnights,done,False
964,2018-12-13,287,Thursday,Thursday 13th December 2018,,,,[HMRI Christmas party],note,True
965,2018-12-14,288,Friday,Friday 14th December 2018,,,,[secret santa!],note,True
966,2018-12-14,288,Friday,Friday 14th December 2018,09:00:00,17:00:00,480.0,9-5: PAO1 endpoint,not done,True
967,2018-12-14,288,Friday,Friday 14th December 2018,09:00:00,14:00:00,300.0,9-2: PAO1 curve validation replication,done,False
968,2018-12-14,288,Friday,Friday 14th December 2018,15:00:00,16:00:00,60.0,"3-4: Make RBCLB, Pour LB agar plates",done,False
969,2018-12-14,288,Friday,Friday 14th December 2018,12:00:00,14:00:00,120.0,"12-2: ABCD02 balf, xylene",partly done,True
970,2018-12-14,288,Friday,Friday 14th December 2018,,,,Check acetone – we have 2 bottles,done,False
971,2018-12-14,288,Friday,Friday 14th December 2018,,,,Order anti-PCP ELISA kits – sent email to in vitro tech to get quote for IgG2 kit,partly done,True
973,2018-12-16,290,Sunday,Sunday 16th December 2018,16:00:00,17:00:00,60.0,"4-5: PAO1 O/N, count plates",partly done,True
974,2018-12-17,291,Monday,Monday 17th December 2018,,,,Reminder: Give quotes for anti-PCP ELISAs to Tegan,done,True
975,2018-12-17,291,Monday,Monday 17th December 2018,09:00:00,10:00:00,60.0,"9-10: PBS and RBCLB for autoclave, Normalise Mice",done,True
976,2018-12-17,291,Monday,Monday 17th December 2018,10:00:00,12:00:00,120.0,10-12: TJ08 qPCR mast cell targets (384 biorad booked for 12pm) ,partly done,True
977,2018-12-17,291,Monday,Monday 17th December 2018,,,,– also do Gang’s tongues,not done,True
978,2018-12-17,291,Monday,Monday 17th December 2018,13:00:00,17:00:00,240.0,1-5: TJ25 MLI images (new scope booked 3-5),not done,True
979,2018-12-17,291,Monday,Monday 17th December 2018,,,,PAO1 treatment overnights,done,False
980,2018-12-17,291,Monday,Monday 17th December 2018,,,,Pour plates and other prep for endpoint,done,False
981,2018-12-17,291,Monday,Monday 17th December 2018,,,,Count plates,done,False
982,2018-12-18,292,Tuesday,Tuesday 18th December 2018,,,,Sometime: Aliquot PBS and RBCLB to last until 7th Jan,not done,True
983,2018-12-18,292,Tuesday,Tuesday 18th December 2018,,,,2:30: Amber coming in to do her qPCR,done,False
984,2018-12-18,292,Tuesday,Tuesday 18th December 2018,07:00:00,18:00:00,660.0,7-6: PAO1 endpoint,done,True
985,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,[Lab xmas party],note,True
986,2018-12-19,293,Wednesday,Wednesday 19th December 2018,09:00:00,11:00:00,120.0,9-11: Ensure everything stocked-up from downstairs,done,True
987,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,Make up more PBS and MQW,done,True
988,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,Aliquot PBS and RBCLB to last until 7th Jan,done,False
989,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,Count plates,done,False
990,2018-12-19,293,Wednesday,Wednesday 19th December 2018,11:00:00,12:00:00,60.0,11-12: Normalise Mice,done,True
991,2018-12-19,293,Wednesday,Wednesday 19th December 2018,13:00:00,15:00:00,120.0,1-3: TJ25 MLIs,not done,True
992,2018-12-19,293,Wednesday,Wednesday 19th December 2018,,,,3:30: Secret Santa,done,True
993,2018-12-20,294,Thursday,Thursday 20th December 2018,,,,[xmas closedown begins],note,True
994,2019-01-07,312,Monday,Monday 7th January 2019,,,,[I return],note,True
995,2019-01-07,312,Monday,Monday 7th January 2019,,,,"Talk to Saima about AB depletion mice work, Email Kurtis",done,False
996,2019-01-07,312,Monday,Monday 7th January 2019,,,,Talk to Jay about PAO1 model repeat,done,False
997,2019-01-07,312,Monday,Monday 7th January 2019,,,,Re-streak single colonies from PAO1 endpoint big and little seperately,done,False
998,2019-01-07,312,Monday,Monday 7th January 2019,,,,"Check lab chores: PBS, RBCLB, saline, washup, bacto lab water bath",done,False
999,2019-01-07,312,Monday,Monday 7th January 2019,,,,Email post-docs for things to do,done,False
1000,2019-01-07,312,Monday,Monday 7th January 2019,09:00:00,11:00:00,120.0,9-11: Planning,done,True
1001,2019-01-07,312,Monday,Monday 7th January 2019,12:00:00,14:00:00,120.0,12-2: ABCD02 BALF,not done,True
1002,2019-01-07,312,Monday,Monday 7th January 2019,14:00:00,17:00:00,180.0,2-5: TJ25 MLIs (booked),done,True
1003,2019-01-08,313,Tuesday,Tuesday 8th January 2019,09:00:00,10:30:00,90.0,9-10:30: Temperature gradient qPCR gang’s mice tongues tpsg1 both TJ and gang ordered versions,done,False
1004,2019-01-08,313,Tuesday,Tuesday 8th January 2019,11:30:00,12:30:00,60.0,11:30-12:30: Normalise Mice,done,False
1005,2019-01-08,313,Tuesday,Tuesday 8th January 2019,,,,Talk to HAPS about ID-ing two colonies from PAO1 endpoint experiment – called micro depart.,done,False
1006,2019-01-08,313,Tuesday,Tuesday 8th January 2019,,,,"Ship item for Jemma, use cost code: G1701505 – contact worldwide or MetroState Couriers Phone  02 4964 4315 – got quotes for shipping. MetroState looks to be cheaper but will do overnight.",partly done,True
1007,2019-01-08,313,Tuesday,Tuesday 8th January 2019,,,,ABCD02 BALF,partly done,True
1008,2019-01-08,313,Tuesday,Tuesday 8th January 2019,15:00:00,17:00:00,120.0,3-5: Finish TJ25 MLIs,done,True
1009,2019-01-09,314,Wednesday,Wednesday 9th January 2019,09:00:00,10:00:00,60.0,9-10: Package and take 2 plates of colonies up to microbiology dept. in JHH.,done,False
1010,2019-01-09,314,Wednesday,Wednesday 9th January 2019,,,,Book MetroState courier for Jemma’s shipment,done,False
1011,2019-01-09,314,Wednesday,Wednesday 9th January 2019,,,,"Check feasibility of putting samples in dry ice in an ice box (weigh, needs to be >2kg of dry ice)",done,False
1012,2019-01-09,314,Wednesday,Wednesday 9th January 2019,,,,Source ice boxes for shipping,done,False
1013,2019-01-09,314,Wednesday,Wednesday 9th January 2019,,,,Sort out ordering oxLDL kits – email with quotes and order sheet sent to brad/tegan,done,False
1014,2019-01-09,314,Wednesday,Wednesday 9th January 2019,13:00:00,17:00:00,240.0,1-5: ABCD02 BALF,partly done,True
1015,2019-01-10,315,Thursday,Thursday 10th January 2019,09:00:00,10:00:00,60.0,9-10: Normalise Mice,done,False
1016,2019-01-10,315,Thursday,Thursday 10th January 2019,10:00:00,11:00:00,60.0,"10-11: Spleen testing of RBCLB today (passed!), ABCD02 BALF stuff",done,True
1017,2019-01-10,315,Thursday,Thursday 10th January 2019,12:00:00,14:30:00,150.0,12-2:30: Prepare samples for shipping,done,False
1018,2019-01-10,315,Thursday,Thursday 10th January 2019,,,,Need to get Jemma’s shipment down to dock before 2:30pm today,done,False
1019,2019-01-10,315,Thursday,Thursday 10th January 2019,15:00:00,17:00:00,120.0,3-5: Mast Cell Hunting,done,False
1020,2019-01-11,316,Friday,Friday 11th January 2019,09:00:00,12:00:00,180.0,9-12: RNA extraction RV-SYNC01,done,False
1021,2019-01-11,316,Friday,Friday 11th January 2019,12:00:00,13:00:00,60.0,12-1: Microbiome team meeting,done,False
1022,2019-01-11,316,Friday,Friday 11th January 2019,13:00:00,17:00:00,240.0,1-5: RNA extraction RV-SYNC01,done,False
1023,2019-01-11,316,Friday,Friday 11th January 2019,,,,"Call about estradiol assay, ask questions",done,False
1024,2019-01-14,319,Monday,Monday 14th January 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1025,2019-01-14,319,Monday,Monday 14th January 2019,10:00:00,17:00:00,420.0,"10-5: RT-PCR and qPCR to check MMLV – use new and old (RT pcr machine #2 booked @12-2, qPCR booked 5-7)",done,True
1026,2019-01-14,319,Monday,Monday 14th January 2019,15:00:00,16:00:00,60.0,3-4: TJ23 airways images 40x,done,False
1027,2019-01-14,319,Monday,Monday 14th January 2019,,,,Check PBS – probs make some aliquots this week,done,True
1028,2019-01-14,319,Monday,Monday 14th January 2019,,,,For oestediol assay:,done,True
1029,2019-01-14,319,Monday,Monday 14th January 2019,,,,	Can you see if we have the paediatric clot activator tubes? If not we should be able to go with less preferred heparin tubes. I would prefer to just give them tubes of blood. Call Narelle about organising time for oestediol assay – she will contact us with deets,done,True
1030,2019-01-14,319,Monday,Monday 14th January 2019,,,,Check if we have paid for MetroState shipping for Jemma to UTS,done,True
1031,2019-01-15,320,Tuesday,Tuesday 15th January 2019,09:00:00,,,"9: Re-streak mystery colonies on chocolate agar, others, liquid media",done,True
1032,2019-01-15,320,Tuesday,Tuesday 15th January 2019,09:00:00,10:00:00,60.0,9-10: Check qPCR data,done,True
1033,2019-01-15,320,Tuesday,Tuesday 15th January 2019,10:00:00,14:00:00,240.0,"10-2: RT-PCR for RV-SYNC01 (booked 12-2, machine #2)",done,True
1034,2019-01-15,320,Tuesday,Tuesday 15th January 2019,13:00:00,14:00:00,60.0,1-2: Normalise Mice,done,True
1035,2019-01-15,320,Tuesday,Tuesday 15th January 2019,14:00:00,17:00:00,180.0,2-5: qPCR multiple targets RV-SYNC01 cDNA (booked 5pm),not done,True
1036,2019-01-16,321,Wednesday,Wednesday 16th January 2019,,,,"9-10, 2-3: BALf counts",done,True
1037,2019-01-16,321,Wednesday,Wednesday 16th January 2019,10:00:00,13:00:00,180.0,10-1: qPCR multiple targets RV-SYN01 cDNA (booked 1pm),done,True
1038,2019-01-16,321,Wednesday,Wednesday 16th January 2019,01:00:00,,,"1: If no response from Narelle, maybe call again about estradiol assay – Alex beat me to this",done,False
1039,2019-01-16,321,Wednesday,Wednesday 16th January 2019,15:00:00,17:00:00,120.0,3-5: TJ23 airways images 40x,done,True
1040,2019-01-17,322,Thursday,Thursday 17th January 2019,,,,[work 8:30 to 4:30],note,True
1041,2019-01-17,322,Thursday,Thursday 17th January 2019,,,,Make LB agar first thing!,done,False
1042,2019-01-17,322,Thursday,Thursday 17th January 2019,,,,9:30: Email Nicole with list of gmails to add to intranet,done,False
1043,2019-01-17,322,Thursday,Thursday 17th January 2019,,,,"Endpoint prep: Make LB, LB-agar split plates (calculate how much is needed), streak PAO1, Testosterone working stock in ethanol, re-steak unknown liquid colony onto LB plate",done,False
1044,2019-01-17,322,Thursday,Thursday 17th January 2019,,,,Normalise Mice,done,True
1045,2019-01-17,322,Thursday,Thursday 17th January 2019,16:00:00,16:30:00,30.0,4-4:30: O/N of LB with w/o testosterone to test growth contaminaton,done,False
1046,2019-01-17,322,Thursday,Thursday 17th January 2019,15:00:00,16:30:00,90.0,3-4:30: TJ24 airway images,done,False
1047,2019-01-18,323,Friday,Friday 18th January 2019,,,,[Holiday leave],note,True
1048,2019-01-18,323,Friday,Friday 18th January 2019,,,,[Mice bedding will be changed today],note,True
1049,2019-01-21,326,Monday,Monday 21st January 2019,09:00:00,10:00:00,60.0,9-10: Lab Meeting,done,True
1050,2019-01-21,326,Monday,Monday 21st January 2019,,,,"Follow up on microbe ID, my plate only grew PAO1  Call Path North microbiology – Solved!",done,False
1051,2019-01-21,326,Monday,Monday 21st January 2019,,,,Put away boxes of consumables,done,False
1052,2019-01-21,326,Monday,Monday 21st January 2019,,,,Find Bec’s spare lung tissue for RV-SYN,done,False
1053,2019-01-21,326,Monday,Monday 21st January 2019,,,,"Figure out if RNA extractions are working. Need to an RT-PCR and qPCR. Can do today! Took 6 of henry’s samples. RT-PCR (booked 1-3), qPCR (booked 5-7)",done,False
1054,2019-01-21,326,Monday,Monday 21st January 2019,10:00:00,11:00:00,60.0,10-11: Normalise Mice,done,True
1055,2019-01-21,326,Monday,Monday 21st January 2019,12:00:00,15:00:00,180.0,"12-3: Primer design, try to source other primers for Bec, not in gen stocks: INFa, INFb, IP10. Also need to get more IL1b (multi) primers. Need temp gradient for IL10.",not done,True
1056,2019-01-21,326,Monday,Monday 21st January 2019,15:00:00,17:00:00,120.0,3-5: TJ24 Airway imaging,not done,True
1057,2019-01-21,326,Monday,Monday 21st January 2019,16:00:00,17:00:00,60.0,4-5: PAO1 overnights,done,True
1058,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,09:00:00,10:00:00,60.0,9-10: PAO1 hormone treated overnights,done,True
1059,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,Try calling Micro lab at Path North – got through… hopefully will get called back today or tomorrow,partly done,True
1060,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,LB-Agar plates,done,False
1061,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,"Check results of qPCR, can I do extractions now? No… instead I talked to Henry and Chantal and have a plan to test various problems:",done,False
1062,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,Do RT-PCR (booked 12),done,False
1063,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,Do qPCR (booked 3:30),done,False
1064,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,"Delivery receipts, Ordering",done,False
1065,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,Put through Vinod’s order once I have more information,done,False
1066,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,"Primer design for Bec, await response from Bec for doing RNA extractions",not done,True
1067,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,,,,Ask others if they are having issues with accessing awesome tables in intranet,done,False
1068,2019-01-22,327,Tuesday,Tuesday 22nd January 2019,09:00:00,16:00:00,420.0,"9-4: Free space, could do TJ microscopy work, hMC protease cloning project",not done,True
1069,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,,,,7-4-ish: PAO1 endpoint delayed to next week,not done,True
1070,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,,,,Pour LB-agar plates,done,False
1071,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,09:00:00,10:00:00,60.0,9-10: Normalise Mice left for tomorrow,not done,True
1072,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,09:00:00,15:00:00,360.0,9-3: Curve and plating test for PA01,done,False
1073,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,,,,Need to systematically check each reagent in RT-PCR. Will have help from Olivia.,done,False
1074,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,15:30:00,17:00:00,90.0,3:30-5: Do qPCR of today’s RT-PCR test,done,False
1075,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,,,,Ordering,done,False
1076,2019-01-23,328,Wednesday,Wednesday 23rd January 2019,14:00:00,17:00:00,180.0,"2-5: RV-SYN01 qPCR TNFa, other targets?",not done,True
1077,2019-01-24,329,Thursday,Thursday 24th January 2019,09:30:00,18:00:00,510.0,9:30-6: PISA097 M-O,done,True
1078,2019-01-24,329,Thursday,Thursday 24th January 2019,,,,PBS aliquots,done,False
1079,2019-01-24,329,Thursday,Thursday 24th January 2019,,,,Mouse Normalisation,done,False
1080,2019-01-24,329,Thursday,Thursday 24th January 2019,,,,Counts for PAO1 endpoint plates,done,True
1081,2019-01-25,330,Friday,Friday 25th January 2019,09:00:00,14:00:00,300.0,9-2: RNA extractions for Gang – various samples,done,False
1082,2019-01-25,330,Friday,Friday 25th January 2019,,,,"Call sigma about primer quote – called, not much headway. Gave shipping info, reiterated needed quote, not place order. If no response by 4pm will call IDT about this instead.",done,False
1083,2019-01-25,330,Friday,Friday 25th January 2019,,,,Ordering,done,False
1084,2019-01-25,330,Friday,Friday 25th January 2019,,,,Follow up on 10 ml tube problem,partly done,True
1085,2019-01-28,333,Monday,Monday 28th January 2019,,,,[Australia Day],note,True
1086,2019-01-29,334,Tuesday,Tuesday 29th January 2019,,,,Clean Bacto water bath,not done,True
1087,2019-01-29,334,Tuesday,Tuesday 29th January 2019,,,,Follow up on 10 ml tube problem,done,True
1088,2019-01-29,334,Tuesday,Tuesday 29th January 2019,,,,Follow up on primer order,done,False
1089,2019-01-29,334,Tuesday,Tuesday 29th January 2019,,,,Timeline for AUSPICE work,done,False
1090,2019-01-29,334,Tuesday,Tuesday 29th January 2019,10:00:00,14:00:00,240.0,10-2: TJ microscopy work,done,False
1091,2019-01-29,334,Tuesday,Tuesday 29th January 2019,14:00:00,16:00:00,120.0,"2-4: RT-PCR RV-SYN01 and Gang samples – Huw, Olivia, and Henry are trialling some things so will just do dilutions today and qPCR tomorrow morning. Nanodropped and Diluted in preparation.",partly done,True
1092,2019-01-29,334,Tuesday,Tuesday 29th January 2019,16:00:00,17:00:00,60.0,4-5: PAO1 O/Ns for endpoint,done,True
1093,2019-01-30,335,Wednesday,Wednesday 30th January 2019,09:00:00,10:00:00,60.0,9-10: qPCR HPRT test,done,False
1094,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,"Sort out ordering for 10 ml tubes, ask if we can return defective tubes",done,False
1095,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,Normalise Mice,done,False
1096,2019-01-30,335,Wednesday,Wednesday 30th January 2019,,,,Put together document of RT-PCR tests,done,False
1097,2019-01-30,335,Wednesday,Wednesday 30th January 2019,09:00:00,11:00:00,120.0,9-11: Endpoint prep,done,True
1098,2019-01-30,335,Wednesday,Wednesday 30th January 2019,11:00:00,12:00:00,60.0,11-12: PAO1 treatment overnights,done,True
1099,2019-01-30,335,Wednesday,Wednesday 30th January 2019,13:00:00,17:00:00,240.0,1-5: RV-SYN01 qPCRs,not done,True
1100,2019-01-30,335,Wednesday,Wednesday 30th January 2019,14:00:00,16:00:00,120.0,2-4: TJ microscopy,done,False
1101,2019-01-30,335,Wednesday,Wednesday 30th January 2019,04:00:00,,,4: Meeting about AUSPICE planning with Tegan and Alex,done,False
1102,2019-01-31,336,Thursday,Thursday 31st January 2019,07:00:00,18:00:00,660.0,7-6: PAO1 endpoint,done,True
1103,2019-02-01,337,Friday,Friday 1st February 2019,,,,[late start because of time in lieu from Thursday. 10:30am],note,True
1104,2019-02-01,337,Friday,Friday 1st February 2019,09:00:00,12:00:00,180.0,9-12: Gang qPCR,not done,True
1105,2019-02-01,337,Friday,Friday 1st February 2019,,,,Normalise Mice,done,False
1106,2019-02-01,337,Friday,Friday 1st February 2019,11:00:00,15:00:00,240.0,11-3: RT-PCR (booked #1 at 2pm),done,False
1107,2019-02-01,337,Friday,Friday 1st February 2019,,,,Count plates,done,False
1108,2019-02-01,337,Friday,Friday 1st February 2019,15:00:00,17:00:00,120.0,3-5: Post-doc meeting,done,True
1109,2019-02-04,340,Monday,Monday 4th February 2019,09:00:00,12:00:00,180.0,9-12: Gang qPCR (booked 12pm),done,True
1110,2019-02-04,340,Monday,Monday 4th February 2019,,,,Sort out 10 ml tube thing. Place order. Call about refund.,partly done,False
1111,2019-02-04,340,Monday,Monday 4th February 2019,,,,"Make a google doc of PISA database, and add changes by Chris",done,False
1112,2019-02-04,340,Monday,Monday 4th February 2019,,,,"Put RT-PCR samples into tubes, nanodrop cDNA as test",done,False
1113,2019-02-04,340,Monday,Monday 4th February 2019,,,,Count plates,done,False
1114,2019-02-04,340,Monday,Monday 4th February 2019,14:00:00,17:00:00,180.0,2-5: RV-SYN01 qPCR (booked 5pm) Cancelled due to ongoing issues with qPCR pipeline,not done,True
1115,2019-02-05,341,Tuesday,Tuesday 5th February 2019,,,,[have till 3pm to pick RNAs for bioanalyser],note,True
1116,2019-02-05,341,Tuesday,Tuesday 5th February 2019,,,,"If RV-SYN01 qPCR works, can do more today.",not done,True
1117,2019-02-05,341,Tuesday,Tuesday 5th February 2019,09:00:00,11:00:00,120.0,"9-11: Mouse normalisation, collating PAO1 endpoint data",done,False
1118,2019-02-05,341,Tuesday,Tuesday 5th February 2019,12:00:00,,,12: wash up,done,False
1119,2019-02-05,341,Tuesday,Tuesday 5th February 2019,12:30:00,17:00:00,270.0,"12:30-5: TJ microscopy (old scope booked), finished TJ24 airways, worked on TJ16 tol blue",done,False
