,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
185,2018-04-27,57,Friday,Friday 27th April 2018,,,,,Move PIES samples down to LN2,True,True,False,False,False,done,True
186,2018-04-30,60,Monday,Monday 30th April 2018,9-12,09:00:00,12:00:00,180.0,"9-12: RNA extraction TJ17 (Tatt) Samples in Jay’s freezer top shelf, third row, and middle draw",True,True,False,False,False,done,True
187,2018-04-30,60,Monday,Monday 30th April 2018,1-3,13:00:00,15:00:00,120.0,1-3: Something for Kurtis (probably histology micrographs),True,True,False,False,False,done,True
188,2018-04-30,60,Monday,Monday 30th April 2018,4-5,16:00:00,17:00:00,60.0,4-5: Coat plate for Il-1β ELISA (Shakti/Kurtis),True,True,False,False,False,done,True
189,2018-05-01,61,Tuesday,Tuesday 1st May 2018,9-5,09:00:00,17:00:00,480.0,9-5: ELISA Il-1β KB15 Air vs Smk plus Ace and Triacetin (Shakti/Kurtis),True,True,False,False,False,done,True
190,2018-05-01,61,Tuesday,Tuesday 1st May 2018,,,,,Process KB19 PCR data,False,False,False,False,True,done,False
191,2018-05-02,62,Wednesday,Wednesday 2nd May 2018,9-1,09:00:00,13:00:00,240.0,9-1: TJ23 RNA extraction #1,True,True,False,False,False,done,True
192,2018-05-02,62,Wednesday,Wednesday 2nd May 2018,,,,,ELISA analysis,True,True,False,False,False,done,True
193,2018-05-02,62,Wednesday,Wednesday 2nd May 2018,,,,,Order primers,False,True,False,False,False,done,True
194,2018-05-03,63,Thursday,Thursday 3rd May 2018,9-1,09:00:00,13:00:00,240.0,9-1: TJ23 RNA extraction #2,True,True,False,False,False,done,True
195,2018-05-03,63,Thursday,Thursday 3rd May 2018,,,,,Order primers,False,True,False,False,False,done,True
196,2018-05-03,63,Thursday,Thursday 3rd May 2018,1-5,13:00:00,17:00:00,240.0,"1-5: Histology imaging for Kurtis, machine was booked for some of this time",False,True,False,True,False,partly done,True
197,2018-05-03,63,Thursday,Thursday 3rd May 2018,1-4,13:00:00,16:00:00,180.0,1-4: KB19 qPCR (Kurtis) Not enough platesealers,False,True,True,False,False,not done,True
198,2018-05-03,63,Thursday,Thursday 3rd May 2018,3-4,15:00:00,16:00:00,60.0,3-4: PBS aliquots,False,False,False,False,True,done,False
199,2018-05-04,64,Friday,Friday 4th May 2018,9-10,09:00:00,10:00:00,60.0,9-10: KB22 100x lung tissue micrographs,True,True,False,False,False,done,True
200,2018-05-04,64,Friday,Friday 4th May 2018,10-11,10:00:00,11:00:00,60.0,10-11: Chantal mouse training,True,True,False,False,False,done,True
201,2018-05-04,64,Friday,Friday 4th May 2018,12:30-2,12:30:00,14:00:00,90.0,12:30-2: KB22 100x lung tissue micrographs,True,True,False,False,False,done,True
202,2018-05-04,64,Friday,Friday 4th May 2018,2-3,14:00:00,15:00:00,60.0,2-3: Measurements for boxes to fit into new -30C,True,True,False,False,False,done,True
203,2018-05-04,64,Friday,Friday 4th May 2018,3-5,15:00:00,17:00:00,120.0,"3-5: Paper reading, lab chores, other small things",False,False,False,True,False,partly done,True
204,2018-05-04,64,Friday,Friday 4th May 2018,,,,,Helped Henry with a PCR for a grant,False,False,False,False,True,done,False
205,2018-05-07,67,Monday,Monday 7th May 2018,,,,,Order primers INF-G and IL-17a,False,False,False,False,True,done,False
206,2018-05-07,67,Monday,Monday 7th May 2018,9-3,09:00:00,15:00:00,360.0,9-3: Histology imaging for Kurtis,True,True,False,False,False,done,True
207,2018-05-07,67,Monday,Monday 7th May 2018,2-5,14:00:00,17:00:00,180.0,"2-5: lab chores, check Mast Cells, ticket for shelf holder upers",True,True,False,False,True,done,False
208,2018-05-08,68,Tuesday,Tuesday 8th May 2018,9-11,09:00:00,11:00:00,120.0,9-11: Mice handling practice,True,True,False,False,False,done,True
209,2018-05-08,68,Tuesday,Tuesday 8th May 2018,12-5,12:00:00,17:00:00,300.0,12-5: TJ RNA extraction,True,True,False,False,False,done,True
210,2018-05-09,69,Wednesday,Wednesday 9th May 2018,9-11,09:00:00,11:00:00,120.0,9-11: KB19 qPCR (Kurtis),True,True,False,False,False,done,True
211,2018-05-09,69,Wednesday,Wednesday 9th May 2018,12-3,12:00:00,15:00:00,180.0,12-3: PIES JDK V4,True,True,False,False,False,done,True
212,2018-05-09,69,Wednesday,Wednesday 9th May 2018,,,,,Possibly cell stuff with Gang.,False,False,True,False,False,not done,True
213,2018-05-09,69,Wednesday,Wednesday 9th May 2018,,,,,Make up aliquots of RBCLB,True,False,False,False,True,done,False
214,2018-05-09,69,Wednesday,Wednesday 9th May 2018,,,,,Filter sterilize 0.1M NaOH for Chantal,True,False,False,False,True,done,False
215,2018-05-10,70,Thursday,Thursday 10th May 2018,,,,,Take PIES samples down to LN2 storage,True,False,False,False,True,done,False
216,2018-05-10,70,Thursday,Thursday 10th May 2018,,,,,qPCR analysis,True,False,False,False,True,done,False
217,2018-05-10,70,Thursday,Thursday 10th May 2018,,,,,Setup for RNA extraction,True,False,False,False,True,done,False
218,2018-05-10,70,Thursday,Thursday 10th May 2018,,,,,Research for best options for ELISA Pneumococcal grant,True,False,False,False,True,done,False
219,2018-05-10,70,Thursday,Thursday 10th May 2018,9:30,,,,9:30: Meeting with Phil,True,True,False,False,False,done,True
220,2018-05-10,70,Thursday,Thursday 10th May 2018,9-11,09:00:00,11:00:00,120.0,9-11: Mice handling practice,False,False,True,False,False,not done,True
221,2018-05-10,70,Thursday,Thursday 10th May 2018,1-5,13:00:00,17:00:00,240.0,1-5: TJ20 RNA extraction,True,True,False,False,False,done,True
222,2018-05-11,71,Friday,Friday 11th May 2018,9-1,09:00:00,13:00:00,240.0,9-1: RT for TJ23 Lung RNA ,True,True,False,False,False,done,True
223,2018-05-11,71,Friday,Friday 11th May 2018,,,,,Research for best options for ELISA Pneumococcal grant,True,True,False,False,False,done,True
224,2018-05-14,74,Monday,Monday 14th May 2018,9-12,09:00:00,12:00:00,180.0,9-12: 40x H&E airway imaging KB22,True,True,False,False,False,done,True
225,2018-05-14,74,Monday,Monday 14th May 2018,1pm,01:00:00,,,1pm: Meeting with Phil,True,True,False,False,False,done,True
226,2018-05-14,74,Monday,Monday 14th May 2018,2-4,14:00:00,16:00:00,120.0,2-4: 40x H&E airway imaging KB22,True,True,False,False,False,done,True
227,2018-05-14,74,Monday,Monday 14th May 2018,,,,,Planning for tomorrow,True,False,False,False,True,done,False
228,2018-05-14,74,Monday,Monday 14th May 2018,,,,,Called SA Path about pneumococcal assay - they have it!,True,False,False,False,True,done,False
229,2018-05-15,75,Tuesday,Tuesday 15th May 2018,9-12,09:00:00,12:00:00,180.0,9-12: Protein extractions SS02 (Shakti),True,True,False,False,False,done,True
230,2018-05-15,75,Tuesday,Tuesday 15th May 2018,1-4,13:00:00,16:00:00,180.0,1-4: qPCR TJ20/23,True,False,False,False,True,done,False
231,2018-05-15,75,Tuesday,Tuesday 15th May 2018,4-5,16:00:00,17:00:00,60.0,4-5: 40x Airway micrographs Lung histo KB22,False,False,True,False,False,not done,True
232,2018-05-15,75,Tuesday,Tuesday 15th May 2018,,,,,Lab chores,True,False,False,False,True,done,False
233,2018-05-16,76,Wednesday,Wednesday 16th May 2018,9-10,09:00:00,10:00:00,60.0,"9-10: Move freezer stuff, and fridge stuff Freezer does not hold temperature.",True,True,True,False,True,partly done,False
234,2018-05-16,76,Wednesday,Wednesday 16th May 2018,10-3,10:00:00,15:00:00,300.0,10-3: SS02 Lung RT-PCR – booked on T100 #1,True,True,False,False,False,done,True
235,2018-05-16,76,Wednesday,Wednesday 16th May 2018,3-5,15:00:00,17:00:00,120.0,3-5: qPCR TJ20/23,False,False,True,False,False,not done,True
236,2018-05-16,76,Wednesday,Wednesday 16th May 2018,Fill-in,,,,Fill-in: oxLDL assay research,False,False,True,False,False,not done,True
237,2018-05-16,76,Wednesday,Wednesday 16th May 2018,,,,,Lab chores,True,True,False,False,False,done,True
238,2018-05-17,77,Thursday,Thursday 17th May 2018,9-10,09:00:00,10:00:00,60.0,9-10: Move fridge contents,True,True,False,False,False,done,True
239,2018-05-17,77,Thursday,Thursday 17th May 2018,10-2,10:00:00,14:00:00,240.0,10-2: KB22 RNA extraction – fat tissue,True,True,False,False,False,done,True
240,2018-05-17,77,Thursday,Thursday 17th May 2018,,,,,Analyse PCR data ,True,True,False,False,False,done,True
241,2018-05-17,77,Thursday,Thursday 17th May 2018,4-5,16:00:00,17:00:00,60.0,4-5: KB19 40x Airway thickness,True,False,False,False,True,done,False
242,2018-05-18,78,Friday,Friday 18th May 2018,9-5,09:00:00,17:00:00,480.0,"9-5: KB19, 40x Airway Collagen imaging, 40x Airway thickness",True,True,False,False,False,done,True
243,2018-05-21,81,Monday,Monday 21st May 2018,9-12,09:00:00,12:00:00,180.0,"9-12: KB19 40x Airway thickness, 100x inflammation",True,True,False,False,False,done,True
244,2018-05-21,81,Monday,Monday 21st May 2018,1-5,13:00:00,17:00:00,240.0,1-5: KB22 Fat RNA Extraction,True,True,False,False,False,done,True
245,2018-05-22,82,Tuesday,Tuesday 22nd May 2018,9-1:30,09:00:00,13:30:00,270.0,9-1:30: KB22 Fat RNA Extraction,True,True,False,False,False,done,True
246,2018-05-22,82,Tuesday,Tuesday 22nd May 2018,2:30-4:30,14:30:00,16:30:00,120.0,2:30-4:30: TJ20/23 qPCR IFN-a and IFN-lam,True,True,False,False,False,done,True
247,2018-05-22,82,Tuesday,Tuesday 22nd May 2018,Till 5,,,,"Till 5: Lab chores, microscopy",True,True,False,False,False,done,True
248,2018-05-23,83,Wednesday,Wednesday 23rd May 2018,Look for primers,,,,"Look for primers: IL-22, MCP1, CCL3, CCL20",False,True,False,False,False,done,True
249,2018-05-23,83,Wednesday,Wednesday 23rd May 2018,9-10,09:00:00,10:00:00,60.0,9-10: Gradient PCR for new primers,True,True,False,False,False,done,True
250,2018-05-23,83,Wednesday,Wednesday 23rd May 2018,1-5,13:00:00,17:00:00,240.0,1-5: TJ17 RNA Extraction,True,True,False,False,False,done,True
251,2018-05-23,83,Wednesday,Wednesday 23rd May 2018,3-5,15:00:00,17:00:00,120.0,3-5: Coat plate for ELISA IL-1β,False,False,True,False,False,not done,True
252,2018-05-24,84,Thursday,Thursday 24th. May 2018,9-11,09:00:00,11:00:00,120.0,"9-11: qPCR, SS02 lung vs colon IFNy and IL-17a",True,True,False,False,False,done,True
253,2018-05-24,84,Thursday,Thursday 24th. May 2018,12-5,12:00:00,17:00:00,300.0,12-5: KB19 100x Inflammation images,True,True,False,False,False,done,True
254,2018-05-24,84,Thursday,Thursday 24th. May 2018,3-5,15:00:00,17:00:00,120.0,3-5: Coat plate for ELISA IL-1β,True,False,False,False,True,done,False
255,2018-05-25,85,Friday,Friday 25th May 2018,9-5,09:00:00,17:00:00,480.0,9-5: IL-1β ELISA on KB19 samples and BALF (Kurtis/Shakti),True,True,False,False,False,done,True
257,2018-05-28,88,Monday,Monday 28th May 2018,9:30-1,09:30:00,13:00:00,210.0,9:30-1: TJ19 RNA extraction (TJ),True,True,False,False,False,done,True
258,2018-05-28,88,Monday,Monday 28th May 2018,2-5,14:00:00,17:00:00,180.0,"2-5: KB19 Imaging 100x inflammation, and collagen test (Kurtis/Shakti)",True,True,False,False,False,done,True
259,2018-05-28,88,Monday,Monday 28th May 2018,2:30,,,,2:30: Call about pneumococcal ab ELISA,True,False,False,False,True,done,False
260,2018-05-28,88,Monday,Monday 28th May 2018,1:30,,,,1:30: Microbiome meeting,True,False,False,False,True,done,False
261,2018-05-29,89,Tuesday,Tuesday 29th May 2018,9-1,09:00:00,13:00:00,240.0,9-1: TJ22 RNA extraction (TJ) –already done,False,True,True,False,False,not done,True
262,2018-05-29,89,Tuesday,Tuesday 29th May 2018,10-11,10:00:00,11:00:00,60.0,10-11: Finish KB19 100x inflammation imaging,True,False,False,False,True,done,False
263,2018-05-29,89,Tuesday,Tuesday 29th May 2018,11-12,11:00:00,12:00:00,60.0,11-12: Decontaminate Fridge,True,False,False,False,True,done,False
264,2018-05-29,89,Tuesday,Tuesday 29th May 2018,2-3,14:00:00,15:00:00,60.0,2-3: Move freezer contents,True,False,False,False,True,done,False
265,2018-05-29,89,Tuesday,Tuesday 29th May 2018,3-4,15:00:00,16:00:00,60.0,3-4: Make up new RBCLB,True,False,False,False,True,done,False
266,2018-05-29,89,Tuesday,Tuesday 29th May 2018,2-4,14:00:00,16:00:00,120.0,"2-4: KB19 PCR Lung IL-22, MCP1, CCL3, CCL20, IL-33 (Kurtis), delayed due to bookings",False,True,True,False,False,not done,True
267,2018-05-29,89,Tuesday,Tuesday 29th May 2018,4-5,16:00:00,17:00:00,60.0,"4-5: Coat plate for TNFa ELISA, make up buffers",True,True,False,False,False,done,True
268,2018-05-30,90,Wednesday,Wednesday 30th May 2018,,,,,KB19 ELISA TNFa (Kurtis/Shakti),False,True,False,False,False,done,True
269,2018-05-30,90,Wednesday,Wednesday 30th May 2018,,,,,Chores,True,False,False,False,True,done,False
270,2018-05-30,90,Wednesday,Wednesday 30th May 2018,,,,,Decontaminate freezer,True,False,False,False,True,done,False
271,2018-05-31,91,Thursday,Thursday 31st May 2018,9-5,09:00:00,17:00:00,480.0,9-5: PISA training (Jay),True,False,False,False,True,done,False
272,2018-05-31,91,Thursday,Thursday 31st May 2018,9-11,09:00:00,11:00:00,120.0,"9-11: KB19 PCR Lung IL-22, MCP1, CCL3, CCL20, IL-33 (Kurtis), rescheduled because of PISA",False,True,True,False,False,not done,True
273,2018-05-31,91,Thursday,Thursday 31st May 2018,1:30-2:30,13:30:00,14:30:00,60.0,1:30-2:30: ELISA prep CXCL1,False,False,True,False,False,not done,True
274,2018-05-31,91,Thursday,Thursday 31st May 2018,,,,,TNF ELISA analysis,True,False,False,False,True,done,False
275,2018-05-31,91,Thursday,Thursday 31st May 2018,,,,,Aliquot RBCLB,True,False,False,False,True,done,False
276,2018-06-01,92,Friday,Friday 1st June 2018,9-5,09:00:00,17:00:00,480.0,9-5: KB19 ELISA CXCL1 (Kurtis/Shakti) – need to talk to Kurtis and Tegan about results first,False,False,True,False,False,not done,True
277,2018-06-01,92,Friday,Friday 1st June 2018,9-12,09:00:00,12:00:00,180.0,"9-12: KB19 PCR Lung IL-22, MCP1, CCL3, CCL20, IL-33 (Kurtis)",True,False,False,False,True,done,False
278,2018-06-01,92,Friday,Friday 1st June 2018,1-5,13:00:00,17:00:00,240.0,1-5: Histo imaging for Shakti,True,False,False,False,True,done,False
279,2018-06-01,92,Friday,Friday 1st June 2018,,,,,Some deliveries processing,True,False,False,False,True,done,False
280,2018-06-04,95,Monday,Monday 4th June 2018,,,,,Was sick.,False,True,False,False,False,note,True
281,2018-06-04,95,Monday,Monday 4th June 2018,9-10,09:00:00,10:00:00,60.0,9-10: Post-docs and RAs lab meetings,False,False,True,False,False,not done,True
282,2018-06-04,95,Monday,Monday 4th June 2018,9-5,09:00:00,17:00:00,480.0,9-5: PISA training,False,False,True,False,False,not done,True
283,2018-06-04,95,Monday,Monday 4th June 2018,1-2,13:00:00,14:00:00,60.0,1-2: 10x Inflammation imaging (Shakti),False,False,True,False,False,not done,True
284,2018-06-05,96,Tuesday,Tuesday 5th June 2018,9-11,09:00:00,11:00:00,120.0,"9-11: Ordering, lab chores",True,True,False,False,False,done,True
285,2018-06-05,96,Tuesday,Tuesday 5th June 2018,11-12,11:00:00,12:00:00,60.0,11-12: Meeting about Macrophage FACS with Nicole Cole (Kurtis),True,True,False,False,False,done,True
286,2018-06-05,96,Tuesday,Tuesday 5th June 2018,2-3:30,14:00:00,15:30:00,90.0,2-3:30: Sort out RBCLB issue (Lab),True,True,False,False,False,done,True
287,2018-06-05,96,Tuesday,Tuesday 5th June 2018,3:30-5,15:30:00,17:00:00,90.0,3:30-5: PCR analysis (Kurtis),True,True,False,False,False,done,True
288,2018-06-06,97,Wednesday,Wednesday 6th June 2018,9-12,09:00:00,12:00:00,180.0,9-12: SS02 inflammation Lung tissue images,True,True,False,False,False,done,True
289,2018-06-06,97,Wednesday,Wednesday 6th June 2018,3-4,15:00:00,16:00:00,60.0,3-4: Meeting about ordering,False,True,False,False,False,done,True
290,2018-06-06,97,Wednesday,Wednesday 6th June 2018,3-5,15:00:00,17:00:00,120.0,"3-5: KB18 Lung protein and BALF TNFa ELISA prep, doing PISA instead",False,True,True,False,False,not done,True
291,2018-06-06,97,Wednesday,Wednesday 6th June 2018,,,,,"Plan PCRs – still need to do a few for Kurtis, and a temp curve for MCP1 and CCL20",False,True,False,False,False,done,True
292,2018-06-06,97,Wednesday,Wednesday 6th June 2018,,,,,"Filter sterilise RBCLB and aliquot, autoclave water and 1x PBS",True,False,False,False,True,done,False
293,2018-06-07,98,Thursday,Thursday 7th June 2018,10-11,10:00:00,11:00:00,60.0,"10-11: Bring in 3rd year students from lvl 4 for Kurtis’s endpoint, none came",False,True,True,False,False,not done,True
294,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,Aliquot PBS,True,False,False,False,True,done,False
295,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,Aliquot RBCLB,True,False,False,False,True,done,False
296,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,Contact Sigma about Swaroop’s back order – 2 to 3 weeks,True,False,False,False,True,done,False
297,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,"Sort out orders, set up excel sheet, check low things, send out email asking about media",True,False,True,False,True,partly done,False
298,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,Sort out freezer and fridge moving,True,False,False,False,True,done,False
299,2018-06-07,98,Thursday,Thursday 7th June 2018,,,,,Figure out containers for organising new fridge,False,False,False,False,True,done,False
300,2018-06-08,99,Friday,Friday 8th June 2018,,,,,Bring in 3rd year students from lvl 4 for Kurtis’s endpoint,True,True,False,False,False,done,True
301,2018-06-08,99,Friday,Friday 8th June 2018,9-12,09:00:00,12:00:00,180.0,"9-12: Ordering, other admin",True,False,False,False,True,done,False
302,2018-06-08,99,Friday,Friday 8th June 2018,1-1:40,13:00:00,13:40:00,40.0,1-1:40: Identify duplicates in primer database,True,False,False,False,True,done,False
303,2018-06-08,99,Friday,Friday 8th June 2018,9-1,09:00:00,13:00:00,240.0,9-1: Poo protein extraction (Shakti),False,False,True,False,False,not done,True
304,2018-06-08,99,Friday,Friday 8th June 2018,2-3:30,14:00:00,15:30:00,90.0,2-3:30: TJ Mast Cell in lung histology imaging,True,True,False,False,False,done,True
305,2018-06-08,99,Friday,Friday 8th June 2018,,,,,Do some processing setup for Kurtis Endpoint,True,False,False,False,True,done,False
306,2018-06-08,99,Friday,Friday 8th June 2018,4-5,16:00:00,17:00:00,60.0,4-5: Temp curve PCR on MCP1 and CCL20,True,True,False,False,False,done,True
308,2018-06-11,102,Monday,Monday 11th June 2018,,,,,Public Holiday,False,True,False,False,False,done,True
